NWSA;25.0;0.65;24.15;March 15, 2024;0.2638963183759854;33.94%;25.899999618530273;Green
INCY;60.0;1.55;58.06;March 15, 2024;0.24878008045534897;33.25%;56.97999954223633;Green
EVRG;50.0;1.2;49.67;March 15, 2024;0.20672771528651845;24.07%;51.630001068115234;Green
VICI;30.0;0.7;29.63;March 15, 2024;0.19307986049391718;23.19%;28.81999969482422;Green
IR;85.0;1.95;82.91;March 15, 2024;0.24073763716148244;26.32%;94.73999786376953;Green
ES;55.0;1.25;53.69;March 15, 2024;0.25462940455544586;39.48%;57.88999938964844;Green
ZBH;130.0;2.6;125.36;March 15, 2024;0.20615908713330558;27.21%;127.19999694824219;Yellow
ROL;45.0;0.8;43.52;March 15, 2024;0.22545023469381195;25.59%;46.540000915527344;Green
HRL;31.0;0.5;29.8;March 8, 2024;0.21820572455968648;30.23%;34.380001068115234;Green
